# Logfile created on 2015-06-13 20:15:47 +0200 by logger.rb/v1.2.7
D, [2015-06-13T20:15:47.404199 #5687] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0134ms
D, [2015-06-14T21:26:24.110487 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x40132860 data=557dd560726a751586000013>}, :u=>{"$set"=>{"session_token"=>"WHyEZ2PXUE6VvnxUVjFOlw=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3860ms
D, [2015-06-14T21:26:24.112564 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user3@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3986ms
D, [2015-06-14T21:26:24.113275 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x40030940 data=557dd560726a751586000013>}, :u=>{"$set"=>{"session_token"=>"WHyEZ2PXUE6VvnxUVjFOlw=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3488ms
D, [2015-06-14T21:26:24.114168 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x40202600 data=557dd560726a751586000013>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4294ms
D, [2015-06-14T21:26:24.115202 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x40202600 data=557dd560726a751586000013>}, :u=>{"$set"=>{"session_token"=>"WHyEZ2PXUE6VvnxUVjFOlw=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3090ms
D, [2015-06-14T21:26:24.115553 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x40202600 data=557dd560726a751586000013>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1550ms
D, [2015-06-14T21:26:24.116910 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"WHyEZ2PXUE6VvnxUVjFOlw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2303ms
D, [2015-06-14T21:26:24.117511 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x39828640 data=557dd560726a751586000013>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3321ms
D, [2015-06-14T21:26:24.118446 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x40202600 data=557dd560726a751586000013>}, :u=>{"$set"=>{"session_token"=>"WHyEZ2PXUE6VvnxUVjFOlw=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3068ms
D, [2015-06-14T21:26:24.118843 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x40202600 data=557dd560726a751586000013>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2344ms
D, [2015-06-14T21:26:24.119976 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"WHyEZ2PXUE6VvnxUVjFOlw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2515ms
D, [2015-06-14T21:26:24.120510 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x39638520 data=557dd560726a751586000013>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2868ms
D, [2015-06-14T21:26:24.120989 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x40202600 data=557dd560726a751586000013>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1862ms
D, [2015-06-14T21:26:24.123425 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user4@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3624ms
D, [2015-06-14T21:26:24.123933 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user4@email.com", "name"=>"User4", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x39473740 data=557dd560726a751586000014>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2651ms
D, [2015-06-14T21:26:24.136519 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"20"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3104ms
D, [2015-06-14T21:26:24.137630 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user5@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2806ms
D, [2015-06-14T21:26:24.138203 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user5@email.com", "name"=>"User5", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x31155860 data=557dd560726a751586000015>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3104ms
D, [2015-06-14T21:26:24.138600 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user5@email.com", :password=>"7c4a8d09ca3762af61e59520943dc26494f8941b"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2186ms
D, [2015-06-14T21:26:24.139617 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user6@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2177ms
D, [2015-06-14T21:26:24.140201 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user6@email.com", "name"=>"User6", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x30969400 data=557dd560726a751586000016>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3231ms
D, [2015-06-14T21:26:24.141142 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 16", "text"=>"Text 16", "user_id"=>"557dd560726a751586000016", "_id"=><BSON::ObjectId:0x30879040 data=557dd560726a751586000017>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3638ms
D, [2015-06-14T21:26:24.142452 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 17", "text"=>"Text 17", "user_id"=>"557dd560726a751586000016", "_id"=><BSON::ObjectId:0x30860240 data=557dd560726a751586000018>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4561ms
D, [2015-06-14T21:26:24.143325 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={:user_id=>"557dd560726a751586000016"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4468ms
D, [2015-06-14T21:26:24.145925 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user7@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4177ms
D, [2015-06-14T21:26:24.146557 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user7@email.com", "name"=>"User7", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x30617680 data=557dd560726a751586000019>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3121ms
D, [2015-06-14T21:26:24.147169 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"YLL9k38zLDWZq2A7qV3Xkg=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2191ms
D, [2015-06-14T21:26:24.147776 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x30617680 data=557dd560726a751586000019>}, :u=>{"$set"=>{"session_token"=>"YLL9k38zLDWZq2A7qV3Xkg=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3309ms
D, [2015-06-14T21:26:24.149133 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user8@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3526ms
D, [2015-06-14T21:26:24.149727 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user8@email.com", "name"=>"User8", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "session_token"=>"123", "_id"=><BSON::ObjectId:0x30308940 data=557dd560726a75158600001a>}], :writeConcern=>{:w=>1}, :o... flags=[] limit=-1 skip=0 project=nil | runtime: 0.3054ms
D, [2015-06-14T21:26:24.150197 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x30308940 data=557dd560726a75158600001a>}, :u=>{"$set"=>{"session_token"=>"123"}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2484ms
D, [2015-06-14T21:26:24.151330 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user9@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2742ms
D, [2015-06-14T21:26:24.151844 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user9@email.com", "name"=>"User9", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "session_token"=>"123456", "_id"=><BSON::ObjectId:0x30142120 data=557dd560726a75158600001b>}], :writeConcern=>{:w=>1},... flags=[] limit=-1 skip=0 project=nil | runtime: 0.2551ms
D, [2015-06-14T21:26:24.152292 #5510] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x30142120 data=557dd560726a75158600001b>}, :u=>{"$set"=>{"session_token"=>nil}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2582ms
D, [2015-06-14T21:26:24.152612 #5510] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:_id=><BSON::ObjectId:0x30142120 data=557dd560726a75158600001b>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1645ms
D, [2015-06-14T21:26:48.504373 #5521] DEBUG -- : MONGODB | Adding 127.0.0.1:27017 to the cluster. | runtime: 0.0105ms
D, [2015-06-14T21:26:48.505796 #5521] DEBUG -- : MONGODB | COMMAND | namespace=admin.$cmd selector={:ismaster=>1} flags=[] limit=-1 skip=0 project=nil | runtime: 1.0753ms
D, [2015-06-14T21:26:48.520403 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:dropDatabase=>1} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 10.6385ms
D, [2015-06-14T21:26:48.582673 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:email=>"user1@email.com", :_id=>{"$ne"=>nil}} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4098ms
D, [2015-06-14T21:26:48.593686 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"user", :documents=>[{"email"=>"user1@email.com", "name"=>"User1", "password"=>"7c4a8d09ca3762af61e59520943dc26494f8941b", "_id"=><BSON::ObjectId:0x18507560 data=557dd578726a751591000000>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 10.5612ms
D, [2015-06-14T21:26:48.594749 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3834ms
D, [2015-06-14T21:26:48.595781 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"user", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x18507560 data=557dd578726a751591000000>}, :u=>{"$set"=>{"session_token"=>"ZrPwp40Fm28dS7GPhx0Tsw=="}}, :multi=>false, :upsert=>false}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5341ms
D, [2015-06-14T21:26:48.598416 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 1", "text"=>"Text 1", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x18307140 data=557dd578726a751591000001>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 1.4799ms
D, [2015-06-14T21:26:48.599897 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 2", "text"=>"Text 2", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x18225300 data=557dd578726a751591000002>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5734ms
D, [2015-06-14T21:26:48.668875 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3581ms
D, [2015-06-14T21:26:48.669476 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={"_id"=><BSON::ObjectId:0x38300760 data=557dd578726a751591000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2213ms
D, [2015-06-14T21:26:48.669979 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={:user_id=>"557dd578726a751591000000"} flags=[:slave_ok] limit=10 skip=0 project=nil | runtime: 0.2365ms
D, [2015-06-14T21:26:48.685860 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4141ms
D, [2015-06-14T21:26:48.686440 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={"_id"=><BSON::ObjectId:0x38878640 data=557dd578726a751591000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2162ms
D, [2015-06-14T21:26:48.686899 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={:user_id=>"557dd578726a751591000000"} flags=[:slave_ok] limit=10 skip=0 project=nil | runtime: 0.2527ms
D, [2015-06-14T21:26:48.688751 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2930ms
D, [2015-06-14T21:26:48.689239 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={"_id"=><BSON::ObjectId:0x38962580 data=557dd578726a751591000000>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1850ms
D, [2015-06-14T21:26:48.689714 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={:user_id=>"557dd578726a751591000000"} flags=[:slave_ok] limit=10 skip=0 project=nil | runtime: 0.2337ms
D, [2015-06-14T21:26:48.695455 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2995ms
D, [2015-06-14T21:26:48.697330 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.4122ms
D, [2015-06-14T21:26:48.699161 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2627ms
D, [2015-06-14T21:26:48.699587 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={"_id"=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1397ms
D, [2015-06-14T21:26:48.700898 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 3", "text"=>"Text 3", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x39439920 data=557dd578726a751591000003>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.3014ms
D, [2015-06-14T21:26:48.702364 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2661ms
D, [2015-06-14T21:26:48.702812 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x39521480 data=557dd578726a751591000003>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1566ms
D, [2015-06-14T21:26:48.704404 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2558ms
D, [2015-06-14T21:26:48.704911 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x39615560 data=557dd578726a751591000003>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1781ms
D, [2015-06-14T21:26:48.708064 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2692ms
D, [2015-06-14T21:26:48.710534 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 1.2476ms
D, [2015-06-14T21:26:48.714908 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.3591ms
D, [2015-06-14T21:26:48.715844 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title", "text"=>"Text", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x40066040 data=557dd578726a751591000004>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4733ms
D, [2015-06-14T21:26:48.717116 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.4010ms
D, [2015-06-14T21:26:48.718395 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2270ms
D, [2015-06-14T21:26:48.719242 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title", "text"=>"Text", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x40152660 data=557dd578726a751591000005>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4272ms
D, [2015-06-14T21:26:48.720242 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.3536ms
D, [2015-06-14T21:26:48.721429 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2279ms
D, [2015-06-14T21:26:48.722316 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title", "text"=>"Text", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x40263140 data=557dd578726a751591000006>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.4706ms
D, [2015-06-14T21:26:48.722953 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2027ms
D, [2015-06-14T21:26:48.723927 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.3958ms
D, [2015-06-14T21:26:48.725232 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2854ms
D, [2015-06-14T21:26:48.726304 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:count=>"post", :query=>{}} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.4127ms
D, [2015-06-14T21:26:48.727153 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.2863ms
D, [2015-06-14T21:26:48.729099 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:drop=>"post"} flags=[:slave_ok] limit=-1 skip=0 project=nil | runtime: 0.3221ms
D, [2015-06-14T21:26:48.730246 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"invalid"} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2158ms
D, [2015-06-14T21:26:48.731928 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 4", "text"=>"Text 4", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x40554160 data=557dd578726a751591000007>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.5019ms
D, [2015-06-14T21:26:48.733521 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2599ms
D, [2015-06-14T21:26:48.734031 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x40654080 data=557dd578726a751591000007>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1671ms
D, [2015-06-14T21:26:48.734605 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"post", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x40651540 data=557dd578726a751591000007>}, :u=>{"title"=>"new_name", "text"=>"new_text", "user_id"=>"557dd578726a751591000000"}, :multi=>false, :upsert=>true}], :writeConcern=>{:w=>1}, :ordere... flags=[] limit=-1 skip=0 project=nil | runtime: 0.2799ms
D, [2015-06-14T21:26:48.735929 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 5", "text"=>"Text 5", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x40703420 data=557dd578726a751591000008>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2689ms
D, [2015-06-14T21:26:48.737365 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2666ms
D, [2015-06-14T21:26:48.737876 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x40777220 data=557dd578726a751591000008>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1721ms
D, [2015-06-14T21:26:48.738453 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:update=>"post", :updates=>[{:q=>{"_id"=><BSON::ObjectId:0x40774680 data=557dd578726a751591000008>}, :u=>{"title"=>"new_name", "text"=>"new_text", "user_id"=>"557dd578726a751591000000"}, :multi=>false, :upsert=>true}], :writeConcern=>{:w=>1}, :ordere... flags=[] limit=-1 skip=0 project=nil | runtime: 0.2873ms
D, [2015-06-14T21:26:48.739674 #5521] DEBUG -- : MONGODB | COMMAND | namespace=grapi_test.$cmd selector={:insert=>"post", :documents=>[{"title"=>"Title 6", "text"=>"Text 6", "user_id"=>"557dd578726a751591000000", "_id"=><BSON::ObjectId:0x40834260 data=557dd578726a751591000009>}], :writeConcern=>{:w=>1}, :ordered=>true} flags=[] limit=-1 skip=0 project=nil | runtime: 0.2725ms
D, [2015-06-14T21:26:48.740974 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.user selector={:session_token=>"ZrPwp40Fm28dS7GPhx0Tsw=="} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.2770ms
D, [2015-06-14T21:26:48.741486 #5521] DEBUG -- : MONGODB | QUERY | namespace=grapi_test.post selector={"_id"=><BSON::ObjectId:0x40908100 data=557dd578726a751591000009>} flags=[:slave_ok] limit=0 skip=0 project=nil | runtime: 0.1853ms
